time,nose_x,nose_y,nose_z,nose_confidence,left_eye_inner_x,left_eye_inner_y,left_eye_inner_z,left_eye_inner_confidence,left_eye_x,left_eye_y,left_eye_z,left_eye_confidence,left_eye_outer_x,left_eye_outer_y,left_eye_outer_z,left_eye_outer_confidence,right_eye_inner_x,right_eye_inner_y,right_eye_inner_z,right_eye_inner_confidence,right_eye_x,right_eye_y,right_eye_z,right_eye_confidence,right_eye_outer_x,right_eye_outer_y,right_eye_outer_z,right_eye_outer_confidence,left_ear_x,left_ear_y,left_ear_z,left_ear_confidence,right_ear_x,right_ear_y,right_ear_z,right_ear_confidence,left_mouth_x,left_mouth_y,left_mouth_z,left_mouth_confidence,right_mouth_x,right_mouth_y,right_mouth_z,right_mouth_confidence,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_confidence,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_confidence,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_confidence,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_confidence,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_confidence,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_confidence,left_pinky_x,left_pinky_y,left_pinky_z,left_pinky_confidence,right_pinky_x,right_pinky_y,right_pinky_z,right_pinky_confidence,left_index_x,left_index_y,left_index_z,left_index_confidence,right_index_x,right_index_y,right_index_z,right_index_confidence,left_thumb_x,left_thumb_y,left_thumb_z,left_thumb_confidence,right_thumb_x,right_thumb_y,right_thumb_z,right_thumb_confidence,left_hip_x,left_hip_y,left_hip_z,left_hip_confidence,right_hip_x,right_hip_y,right_hip_z,right_hip_confidence,left_knee_x,left_knee_y,left_knee_z,left_knee_confidence,right_knee_x,right_knee_y,right_knee_z,right_knee_confidence,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_confidence,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_confidence,left_heel_x,left_heel_y,left_heel_z,left_heel_confidence,right_heel_x,right_heel_y,right_heel_z,right_heel_confidence,left_foot_index_x,left_foot_index_y,left_foot_index_z,left_foot_index_confidence,right_foot_index_x,right_foot_index_y,right_foot_index_z,right_foot_index_confidence
0,0.4761440455913543,0.2782748937606811,-0.6262117624282837,0.9999144077301024,0.4857074320316314,0.2477094084024429,-0.6124347448348999,0.9997866749763488,0.491082102060318,0.2470561265945434,-0.6124352216720581,0.9997941851615906,0.4956096708774566,0.2466815859079361,-0.6125738024711609,0.9997604489326476,0.4662793576717376,0.2504224777221679,-0.6153551340103149,0.9998173117637634,0.459581971168518,0.2513275742530823,-0.6153585314750671,0.9998227953910828,0.4534142315387726,0.2518650889396667,-0.6154972314834595,0.9998111128807068,0.503200113773346,0.254927396774292,-0.4521922767162323,0.9997283816337584,0.4461062252521515,0.2606461644172668,-0.4631929099559784,0.9997826218605042,0.4869698882102966,0.3048292994499206,-0.5589757561683655,0.9999632835388184,0.4645328521728515,0.3064921498298645,-0.5622934103012085,0.9999672174453736,0.5550073385238647,0.4205584228038788,-0.305179089307785,0.9999417066574096,0.4014477133750915,0.422546237707138,-0.3330789506435394,0.9999048709869384,0.5764480829238892,0.6709884405136108,-0.2014775276184082,0.9939589500427246,0.3802178502082824,0.6765503287315369,-0.2761277854442596,0.987448275089264,0.5690032839775085,0.8909120559692383,-0.3159753084182739,0.9640099406242372,0.378899484872818,0.903658390045166,-0.3969210088253021,0.925350308418274,0.570420503616333,0.956028699874878,-0.3642403781414032,0.8934656977653503,0.3747531473636627,0.9615582227706908,-0.4404315650463104,0.8177499175071716,0.5535888671875,0.952865719795227,-0.4041077494621277,0.9127683639526368,0.3870109021663666,0.9588697552680968,-0.4897462129592895,0.85033118724823,0.5501642227172852,0.9372442364692688,-0.3334637880325317,0.9152607321739196,0.3912214338779449,0.9403818249702454,-0.4173659086227417,0.8473947644233704,0.5274590253829956,0.84144127368927,0.0025491155683994,0.9912003874778748,0.4269151389598846,0.8416768908500671,-0.0018748422153294,0.9874200224876404,0.5146785974502563,1.148271083831787,0.0232799369841814,0.5858949422836304,0.4197290539741516,1.136255979537964,0.1151782348752021,0.2715999782085418,0.5146372318267822,1.3746206760406494,0.4300870597362518,0.0342655815184116,0.4246924221515655,1.372269868850708,0.4832067489624023,0.0205101314932107,0.5131117701530457,1.41202974319458,0.4625495672225952,0.0327612459659576,0.4247625470161438,1.4117462635040283,0.514845609664917,0.0238247625529766,0.5080448389053345,1.473598837852478,0.2835880219936371,0.0220568180084228,0.4345234632492065,1.4681931734085083,0.3186146020889282,0.0161938369274139
33,0.4760457575321197,0.2709759473800659,-0.5691870450973511,0.9999091625213624,0.4856749176979065,0.2423881590366363,-0.5506090521812439,0.9997803568840028,0.4910754561424255,0.2422847300767898,-0.5506430268287659,0.9997830986976624,0.4956546723842621,0.2425370961427688,-0.5507498979568481,0.9997469186782836,0.4662316739559173,0.2442163527011871,-0.5524092316627502,0.999813675880432,0.4595780372619629,0.2454440146684646,-0.5524493455886841,0.999820113182068,0.4534248113632202,0.2468353509902954,-0.5526737570762634,0.9998117089271544,0.5033363699913025,0.2528902292251587,-0.382876455783844,0.9997113943099976,0.4461277425289154,0.2576416134834289,-0.3882973790168762,0.9997860789299012,0.4870055019855499,0.2991322576999664,-0.5021611452102661,0.9999626874923706,0.4644574224948883,0.3008701801300049,-0.5036613345146179,0.9999676942825316,0.5565934777259827,0.4210115075111389,-0.2393621504306793,0.9999351501464844,0.4013495743274688,0.4218550026416778,-0.2711710035800934,0.9999080896377563,0.5762194991111755,0.6717294454574585,-0.1404443532228469,0.9934425950050354,0.3794044554233551,0.6757826209068298,-0.2229722142219543,0.9881023168563844,0.5689063668251038,0.8905786275863647,-0.2847289144992828,0.960218071937561,0.3785228729248047,0.9037673473358154,-0.3796185255050659,0.9290488362312316,0.5701685547828674,0.955830454826355,-0.3379589915275574,0.8883184790611267,0.3747514486312866,0.9625329971313475,-0.4276095628738403,0.8269021511077881,0.5539289116859436,0.9528485536575316,-0.3798329532146454,0.9078831672668456,0.3868871629238128,0.9591742753982544,-0.4785567820072174,0.8577661514282227,0.5507047176361084,0.9357423782348632,-0.3041253089904785,0.9102388620376588,0.3909374475479126,0.9404413104057312,-0.400714248418808,0.8547198176383972,0.5237534642219543,0.8546183109283447,0.0014338984619826,0.9910998344421388,0.424391895532608,0.8582401871681213,-0.0007613188936375,0.9874787926673888,0.5129868388175964,1.175350785255432,-0.057977732270956,0.5802554488182068,0.4182444214820862,1.1541954278945925,0.0752474889159202,0.2702336311340332,0.5096567273139954,1.412763595581055,0.3508089482784271,0.0359977632761001,0.4192989766597748,1.4033933877944946,0.4458808898925781,0.0213584117591381,0.5080883502960205,1.4468954801559448,0.3820225596427917,0.0333304665982723,0.4181469976902008,1.4405925273895264,0.4771783947944641,0.0249382220208644,0.5005249977111816,1.5141874551773071,0.1959937512874603,0.0223643202334642,0.4299876987934112,1.5020259618759155,0.2676330804824829,0.0167391095310449
66,0.4750668108463287,0.2654158174991607,-0.5691977739334106,0.9999050498008728,0.4851208329200744,0.2376668006181717,-0.551048219203949,0.9997763633728028,0.4908000230789184,0.2378381788730621,-0.55110764503479,0.9997754693031312,0.4955395758152008,0.2384308129549026,-0.5512015223503113,0.9997380971908568,0.4655698835849762,0.2388868778944015,-0.5518549680709839,0.9998114109039308,0.4591961503028869,0.2401358187198639,-0.551901638507843,0.999817669391632,0.4531179368495941,0.2419725507497787,-0.5521457195281982,0.9998117089271544,0.5033396482467651,0.2504913210868835,-0.3841572105884552,0.9997011423110962,0.446124404668808,0.2540577948093414,-0.3852053880691528,0.999788224697113,0.4868149161338806,0.2942655384540558,-0.5023732781410217,0.9999621510505676,0.4637874662876129,0.2955833673477173,-0.5027049779891968,0.999967873096466,0.5569890141487122,0.4211999177932739,-0.24093559384346,0.9999240040779114,0.4013518691062927,0.4211993813514709,-0.2653650045394897,0.9999074339866638,0.5754891037940979,0.6723864078521729,-0.1419491618871688,0.992621660232544,0.3793530464172363,0.674220085144043,-0.2216602861881256,0.9883795976638794,0.5678380131721497,0.8908726572990417,-0.2836492359638214,0.9570906162261964,0.3773844540119171,0.9027493596076964,-0.381644457578659,0.9312065243721008,0.569168210029602,0.9564589858055116,-0.3372276127338409,0.8849563598632812,0.3736539781093597,0.9625034928321838,-0.4290696084499359,0.8331036567687988,0.5540229678153992,0.9535388946533204,-0.3807466328144073,0.9045480489730836,0.3856324851512909,0.9589614272117616,-0.4793847501277923,0.8625785708427429,0.5508177280426025,0.935740053653717,-0.3036760687828064,0.9064660668373108,0.389780580997467,0.9396945238113404,-0.4030758142471313,0.8593361377716064,0.5217444896697998,0.8593453168869019,-0.0008168630301952,0.990977108478546,0.4235863983631134,0.8611676692962646,0.0014241979224607,0.987396001815796,0.5088462233543396,1.179836392402649,-0.0637240633368492,0.5879587531089783,0.4157082140445709,1.1557157039642334,0.0829065516591072,0.2777662277221679,0.5045761466026306,1.4162824153900146,0.337311178445816,0.041206456720829,0.4159244000911712,1.4046454429626465,0.4900930225849151,0.0243274550884962,0.5031629800796509,1.4495750665664673,0.367390364408493,0.0362075790762901,0.415090411901474,1.4408355951309204,0.5249744653701782,0.0281802248209714,0.4946890473365783,1.5160722732543943,0.1756298243999481,0.0242595504969358,0.4256934523582458,1.5027068853378296,0.3121036291122436,0.0189159847795963
100,0.4749869108200073,0.2627503871917724,-0.5705538392066956,0.999901294708252,0.4851179718971252,0.2353299707174301,-0.5524797439575195,0.9997710585594176,0.4908041357994079,0.2356457561254501,-0.5525391697883606,0.9997676014900208,0.4955891072750091,0.2364057898521423,-0.5526253581047058,0.9997288584709167,0.4655617177486419,0.236244186758995,-0.5538212656974792,0.9998074769973756,0.4592016339302063,0.2374398708343505,-0.5538698434829712,0.99981427192688,0.4531588554382324,0.2393312305212021,-0.5541126728057861,0.99981027841568,0.5036571621894836,0.2492716759443283,-0.386502057313919,0.9996904730796814,0.4462231397628784,0.2521058619022369,-0.3899991810321808,0.9997886419296264,0.4868437647819519,0.2921952903270721,-0.5041791796684265,0.99996155500412,0.4637210071086883,0.293304443359375,-0.5051332712173462,0.999967873096466,0.5582504272460938,0.4211955666542053,-0.2425104826688766,0.9999184608459472,0.4014747440814972,0.420916736125946,-0.2741090357303619,0.9999079704284668,0.5754821300506592,0.6727216243743896,-0.1478050202131271,0.9922494888305664,0.3793533444404602,0.6741139888763428,-0.2311529666185379,0.988726019859314,0.5675246119499207,0.8911782503128052,-0.2894341647624969,0.9559524655342102,0.3773918151855469,0.9028177857398988,-0.3859470188617706,0.9334317445755004,0.5686616897583008,0.9570984840393066,-0.3414664566516876,0.8847081661224365,0.3736366629600525,0.9637554883956908,-0.4382768869400024,0.839422345161438,0.5540332198143005,0.9542889595031738,-0.3821825087070465,0.9040269255638124,0.3856291770935058,0.9608708024024964,-0.4915763139724731,0.8676087856292725,0.5508391261100769,0.935854196548462,-0.3088345527648926,0.905449390411377,0.3897967636585235,0.9406946897506714,-0.4089607298374176,0.864234209060669,0.521852433681488,0.8598098754882812,-0.0002122214791597,0.9908080101013184,0.423126608133316,0.8632892370223999,0.0008105018641799,0.987329363822937,0.5091103315353394,1.181355118751526,-0.0602928362786769,0.588875949382782,0.4157234132289886,1.1576597690582275,0.0730726420879364,0.2841143608093261,0.5052632689476013,1.4190361499786377,0.3331169188022613,0.0444464646279811,0.4162010252475738,1.4086285829544067,0.4518927037715912,0.0266543943434953,0.5036957263946533,1.4520127773284912,0.3623487651348114,0.0378483384847641,0.4153973758220672,1.4443144798278809,0.4836716055870056,0.0304914191365242,0.4960110485553741,1.5192118883132937,0.1720333844423294,0.025501437485218,0.4262648224830627,1.5077900886535645,0.2723574042320251,0.0204585492610931
133,0.4751438498497009,0.2617825865745544,-0.5391329526901245,0.999897003173828,0.4853110313415527,0.2340760976076126,-0.5186386704444885,0.9997634887695312,0.4910115301609039,0.2344012558460235,-0.5187267661094666,0.999759316444397,0.4959396123886108,0.2351695001125335,-0.5188191533088684,0.9997174739837646,0.4657422602176666,0.2351183891296386,-0.5214641690254211,0.9998003244400024,0.4594804346561432,0.2363735735416412,-0.5214820504188538,0.999808669090271,0.453620433807373,0.2382506430149078,-0.52171790599823,0.99980491399765,0.503925085067749,0.2481533139944076,-0.3485546410083771,0.9996762871742249,0.4466308355331421,0.2513227164745331,-0.3587579429149627,0.9997864961624146,0.4872698187828064,0.2914294302463531,-0.471763014793396,0.9999605417251588,0.4639006555080414,0.2924477756023407,-0.4746995270252228,0.9999672770500184,0.5591574907302856,0.4212184250354767,-0.2053694725036621,0.9999151825904846,0.4014919102191925,0.4209031760692596,-0.2510918080806732,0.9999070167541504,0.5754114389419556,0.6730605363845825,-0.109352059662342,0.9917349815368652,0.3793523907661438,0.673608124256134,-0.2093107104301452,0.9891225695610046,0.5674026608467102,0.891311526298523,-0.261333167552948,0.9557086825370787,0.3780204653739929,0.9025724530220032,-0.368384838104248,0.9365375638008118,0.5685335993766785,0.9572734832763672,-0.3166953027248382,0.8862207531929016,0.3739152252674103,0.963854193687439,-0.4217834770679474,0.8472159504890442,0.554099977016449,0.9545819163322448,-0.3612497746944427,0.9050610065460204,0.3861010372638702,0.9609208703041076,-0.4750464856624603,0.8739188313484192,0.5509257912635803,0.9358578324317932,-0.2822180092334747,0.9061647057533264,0.3909320533275604,0.9406946301460266,-0.3911556005477905,0.8704182505607605,0.5220096111297607,0.8615310788154602,0.0025663115084171,0.9910563230514526,0.4228464365005493,0.867469847202301,-0.0019273243378847,0.987703502178192,0.5097597241401672,1.1836652755737305,-0.0632646605372428,0.5848493576049805,0.4161308407783508,1.1609995365142822,0.0664718598127365,0.2842529714107513,0.5056248903274536,1.4195899963378906,0.3485302031040191,0.0449740961194038,0.4165895283222198,1.4118622541427612,0.453349769115448,0.027554664760828,0.5041108131408691,1.4520812034606934,0.3800747692584991,0.0379787497222423,0.4158048629760742,1.4478206634521484,0.486028641462326,0.0309001524001359,0.496823787689209,1.5211105346679688,0.193530723452568,0.0256433375179767,0.4264724552631378,1.5109288692474363,0.2776764631271362,0.0209975391626358
166,0.47512948513031,0.2617443799972534,-0.5570530295372009,0.9998921751976012,0.4853151440620422,0.2338901609182357,-0.5381677746772766,0.9997538924217224,0.4910521209239959,0.2341743260622024,-0.538232147693634,0.9997485876083374,0.4960673749446869,0.2349197417497635,-0.5383210778236389,0.9997036457061768,0.4657424688339233,0.2351699024438858,-0.5400654673576355,0.9997920393943788,0.4594999253749847,0.2364995330572128,-0.5401068925857544,0.9998024106025696,0.4536887407302856,0.2383264899253845,-0.5403330326080322,0.9997997283935548,0.504313051700592,0.2479787170886993,-0.3711978495121002,0.9996583461761476,0.446929007768631,0.251370757818222,-0.377202570438385,0.9997829794883728,0.487442135810852,0.2913906574249267,-0.490326464176178,0.9999587535858154,0.4639208912849426,0.2923389375209808,-0.4922186732292175,0.9999661445617676,0.5600101351737976,0.4214620590209961,-0.2261400669813156,0.999909281730652,0.4016098082065582,0.4208787679672241,-0.2621704936027527,0.9999066591262816,0.5753989815711975,0.6738083362579346,-0.1286462694406509,0.9914138913154602,0.3794341683387756,0.6735503077507019,-0.2147941291332245,0.9894713163375854,0.5674037337303162,0.8918737173080444,-0.2727214395999908,0.9551456570625304,0.3786163330078125,0.9026166796684264,-0.3702333271503448,0.9392633438110352,0.5684932470321655,0.9578999876976012,-0.3262319266796112,0.8869668841362,0.3747175931930542,0.9644126892089844,-0.421172559261322,0.8540929555892944,0.5542700886726379,0.9556766152381896,-0.3698952794075012,0.905404567718506,0.3871793150901794,0.9614934921264648,-0.473537415266037,0.8794101476669312,0.5511229038238525,0.936415672302246,-0.292764663696289,0.906135082244873,0.3923372328281402,0.9410549402236938,-0.3922410011291504,0.8757150769233704,0.522041380405426,0.8620110154151917,0.0025798468850553,0.9910115599632264,0.422820508480072,0.8674271106719971,-0.0019453933928161,0.9878730177879332,0.510639488697052,1.1854275465011597,-0.066622793674469,0.5804077982902527,0.4164072275161743,1.1649634838104248,0.0396005362272262,0.2919667065143585,0.5064153075218201,1.4248030185699463,0.3326776325702667,0.0460159815847873,0.4168657064437866,1.420293211936951,0.387034147977829,0.0293484181165695,0.5048441886901855,1.4572985172271729,0.3625652194023132,0.038105946034193,0.4160894751548767,1.456490159034729,0.4155701100826263,0.0320062041282653,0.4974159002304077,1.526539921760559,0.1775677502155304,0.0258538667112588,0.4266081750392914,1.519534468650818,0.2062974125146865,0.0218144841492176
200,0.4753651618957519,0.2621765732765198,-0.5643752813339233,0.9998846650123596,0.4856000542640686,0.2341786623001098,-0.5473225712776184,0.9997391700744628,0.4913781881332397,0.2344158738851547,-0.5473585724830627,0.9997310638427734,0.4965406060218811,0.2351012527942657,-0.5474714636802673,0.9996827244758606,0.4659002125263214,0.2355210781097412,-0.5497670769691467,0.9997804164886476,0.4596944749355316,0.2367973774671554,-0.5497827529907227,0.9997928738594056,0.4540039896965027,0.2385548055171966,-0.5499776005744934,0.9997928142547609,0.5050516724586487,0.2479894906282425,-0.3823467195034027,0.9996325373649596,0.4473467469215393,0.2514160573482513,-0.3881252408027649,0.9997766613960266,0.48807093501091,0.291643351316452,-0.498199313879013,0.9999558925628662,0.4642077684402466,0.292555958032608,-0.5008321404457092,0.9999643564224244,0.5605790019035339,0.4218844473361969,-0.2358637154102325,0.9998987317085266,0.401906281709671,0.4207837283611297,-0.268619030714035,0.9999059438705444,0.5754271745681763,0.675223708152771,-0.1383874267339706,0.9908292889595032,0.3797683119773865,0.6722903847694397,-0.2214202880859375,0.989709734916687,0.5674073100090027,0.8936242461204529,-0.2839235663414001,0.9526071548461914,0.3788889944553375,0.902354657649994,-0.3793298900127411,0.9408687353134156,0.5683329701423645,0.9587862491607666,-0.3396954238414764,0.884123682975769,0.3748362362384796,0.9643794298171996,-0.4318383336067199,0.8586867451667786,0.5543866753578186,0.957068681716919,-0.3854680359363556,0.90267151594162,0.3873234987258911,0.961483895778656,-0.4854294955730438,0.882985532283783,0.5513305068016052,0.9378070831298828,-0.3054844439029693,0.9027540683746338,0.3927197456359863,0.940979301929474,-0.4020338952541351,0.8789464831352234,0.5222914814949036,0.8622754216194153,0.0021675697062164,0.990536630153656,0.4229736030101776,0.8672257661819458,-0.0015707110287621,0.9876517653465272,0.510852575302124,1.1874275207519531,-0.070697970688343,0.5833838582038879,0.4164626896381378,1.167547345161438,0.0269596558064222,0.3063375353813171,0.5065075159072876,1.4289875030517578,0.3261559903621673,0.0492401719093322,0.4169720411300659,1.4265848398208618,0.3664086461067199,0.0331230610609054,0.5049524903297424,1.4610803127288818,0.355170726776123,0.0395474582910537,0.416220098733902,1.462937355041504,0.3936621844768524,0.0353393368422985,0.497509628534317,1.5302902460098269,0.1652260869741439,0.0271845869719982,0.4269261360168457,1.5246741771697998,0.1784326583147049,0.0239736419171094
233,0.475348562002182,0.2624516189098358,-0.5691121816635132,0.999872088432312,0.4856006801128387,0.2343844026327133,-0.5524938702583313,0.9997131824493408,0.4914072751998901,0.23459392786026,-0.5525245666503906,0.999697744846344,0.4966076612472534,0.2352462410926818,-0.5526366829872131,0.9996468424797058,0.4658935964107513,0.2356867343187332,-0.5548121929168701,0.999761402606964,0.4597020447254181,0.23687843978405,-0.5548318028450012,0.9997754096984864,0.4540429413318634,0.2386027574539184,-0.5550262331962585,0.9997811913490297,0.5053749084472656,0.2480224072933197,-0.3860327005386352,0.9995834827423096,0.4476902186870575,0.2514831721782684,-0.3913359940052032,0.9997643828392028,0.4881777763366699,0.291750818490982,-0.5030902028083801,0.9999513030052184,0.4642244577407837,0.2926574349403381,-0.5055173635482788,0.999961793422699,0.5607935190200806,0.4219499230384826,-0.2369172275066375,0.9998822212219238,0.4019937217235565,0.4207814633846283,-0.271250456571579,0.9999035596847534,0.5752397775650024,0.6758643388748169,-0.1428659111261367,0.9898428320884703,0.379865288734436,0.672368049621582,-0.2238768935203552,0.9899154901504515,0.5674057602882385,0.8946042656898499,-0.3008000552654266,0.9489550590515136,0.3789850175380707,0.9041582942008972,-0.399023950099945,0.9423691034317015,0.5682587027549744,0.9594504833221436,-0.3581468164920807,0.8798799514770508,0.3751235008239746,0.9662495851516724,-0.4528153836727142,0.8629043102264404,0.5545374751091003,0.9586644768714904,-0.4036148190498352,0.8986556529998779,0.3875581324100494,0.9635012149810792,-0.5062337517738342,0.886222243309021,0.5515244603157043,0.939626693725586,-0.3225847482681274,0.8980484008789062,0.3929486572742462,0.9428674578666688,-0.4217115640640259,0.8819019794464111,0.5224936604499817,0.8631858825683594,0.0021663580555468,0.9899700284004213,0.4231228232383728,0.8681073784828186,-0.0015769079327583,0.9873819351196288,0.5126854181289673,1.1907665729522705,-0.0680446177721023,0.5895416140556335,0.4177750945091247,1.173161268234253,0.014719383791089,0.3241183161735534,0.5101886987686157,1.4329290390014648,0.3378896713256836,0.0534708835184574,0.4187682569026947,1.4345301389694214,0.3539028167724609,0.0389222726225853,0.5087077021598816,1.4639286994934082,0.3677933514118194,0.0414544641971588,0.4181002676486969,1.470730185508728,0.3812227249145508,0.0401711724698543,0.5014723539352417,1.5352668762207031,0.1783587783575058,0.0289341825991868,0.4293107986450195,1.531649827957153,0.1642854362726211,0.0274901427328586
266,0.47538623213768,0.2626682221889496,-0.5838627219200134,0.9998671412467957,0.4856418669223785,0.2347780615091323,-0.5665526986122131,0.9997034072875975,0.4914929568767547,0.2350121885538101,-0.5666102170944214,0.9996848106384276,0.4967332780361175,0.2356040924787521,-0.5667027831077576,0.9996317625045776,0.4659185707569122,0.2360918521881103,-0.5679904818534851,0.9997555017471312,0.4597764909267425,0.2373063564300537,-0.5680723190307617,0.9997704029083252,0.4541917145252228,0.2389586269855499,-0.5683276653289795,0.9997785687446594,0.5055537223815918,0.2482108473777771,-0.3960768580436706,0.999563217163086,0.4480196833610534,0.25159552693367,-0.3984759747982025,0.9997621178627014,0.4883358180522918,0.2919678390026092,-0.5158138275146484,0.9999493360519408,0.4643101990222931,0.2927954196929931,-0.5170130133628845,0.9999610781669616,0.5608108639717102,0.4218986928462982,-0.2390932440757751,0.9998732209205629,0.4020234048366546,0.4205119609832763,-0.2743411064147949,0.999904453754425,0.5751152038574219,0.6758750677108765,-0.1468742191791534,0.989253580570221,0.379859447479248,0.6721970438957214,-0.2312159091234207,0.9902116656303406,0.5674002170562744,0.8945960998535156,-0.309694230556488,0.94633287191391,0.3792642056941986,0.9036347270011902,-0.4062771201133728,0.9443373680114746,0.5682570338249207,0.959561824798584,-0.3665523529052734,0.876620888710022,0.3752401769161224,0.966235101222992,-0.4596516191959381,0.8678849935531616,0.5547102689743042,0.9589446783065796,-0.4125742614269256,0.8955644369125366,0.3878164291381836,0.9635037779808044,-0.51285320520401,0.8902114033699036,0.5516760945320129,0.9397949576377868,-0.3313698768615722,0.8944088816642761,0.39345583319664,0.94285786151886,-0.4287251234054565,0.8856549859046936,0.522553563117981,0.8634534478187561,0.0018114000558853,0.9895790815353394,0.4231478273868561,0.8686004877090454,-0.0012427506735548,0.987205684185028,0.5128760933876038,1.1907647848129272,-0.0695074647665023,0.5958775877952576,0.4180245399475097,1.1719567775726318,0.0278574153780937,0.3336408138275146,0.5108060836791992,1.432253122329712,0.331833928823471,0.0580962188541889,0.4191511571407318,1.431151032447815,0.3828344047069549,0.0425466708838939,0.5091726779937744,1.4637949466705322,0.3614665567874908,0.0437951683998107,0.4185228943824768,1.4673110246658323,0.4138791859149933,0.0433711074292659,0.5023984909057617,1.5341428518295288,0.1690307110548019,0.0308778043836355,0.4297766089439392,1.5290687084197998,0.1711666882038116,0.0297695230692625
300,0.4784437716007232,0.2633789479732513,-0.6012786030769348,0.999861478805542,0.4877112805843353,0.2359984964132309,-0.5821651816368103,0.9996918439865112,0.493222028017044,0.2362312525510788,-0.5822335481643677,0.9996695518493652,0.4985787570476532,0.2366390973329544,-0.5823061466217041,0.999614715576172,0.4680642783641815,0.2369478046894073,-0.5857046842575073,0.9997493028640748,0.4614522755146026,0.2380376756191253,-0.5858091115951538,0.9997647404670716,0.4558133780956268,0.2395986169576645,-0.586083710193634,0.9997751712799072,0.5062492489814758,0.2486724853515625,-0.4054684638977051,0.9995349645614624,0.448394626379013,0.2520590722560882,-0.4188504517078399,0.9997578859329224,0.4902665913105011,0.2926093339920044,-0.5308873653411865,0.9999465346336364,0.4665006399154663,0.2936524450778961,-0.5348583459854126,0.9999601244926452,0.5607949495315552,0.4219014346599579,-0.247590959072113,0.9998647570610046,0.4020260274410248,0.4205080866813659,-0.2957198023796081,0.9999042749404908,0.5748641490936279,0.6761383414268494,-0.1576493680477142,0.9886135458946228,0.3797945380210876,0.6724768280982971,-0.2594588696956634,0.9905222654342652,0.5674143433570862,0.8946331739425659,-0.3220627009868622,0.9438318610191344,0.3794878721237182,0.904119074344635,-0.4301772117614746,0.9457035660743712,0.5683118104934692,0.959619164466858,-0.379797488451004,0.873436450958252,0.3755112886428833,0.967003047466278,-0.4842359721660614,0.8714901208877563,0.5550952553749084,0.9591745138168336,-0.4264428317546844,0.8925694823265076,0.3885637521743774,0.9645881056785583,-0.5385782122612,0.8930655121803284,0.5520387291908264,0.940000593662262,-0.3441015481948852,0.8908348083496094,0.3942317962646484,0.9439993500709534,-0.4528951346874237,0.888276994228363,0.5226139426231384,0.8631736040115356,0.0017751321429386,0.9888617992401124,0.4231599569320678,0.8688501119613647,-0.00120753608644,0.9866472482681274,0.5136883854866028,1.1908190250396729,-0.0631890743970871,0.6002005934715271,0.4188056290149688,1.1720006465911863,0.0546396896243095,0.3379116356372833,0.5122379064559937,1.4333194494247437,0.3312867283821106,0.063142716884613,0.4203263521194458,1.430709958076477,0.4277922511100769,0.0455625690519809,0.5102506279945374,1.4653550386428833,0.3596605062484741,0.0464697331190109,0.4196186363697052,1.4668011665344238,0.4594201147556305,0.0462411865592002,0.504916787147522,1.5351850986480713,0.1646827310323715,0.0332896299660205,0.4313691854476928,1.5290762186050415,0.2304677218198776,0.0319835431873798
